date,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
2016-05-07,19,25,14,22.0,16.0,16.0,6.0,4.0,3.0,1013.0,1017.0,1016.0,61.0,89.0,71.0,18.0,21.0,24.0,32.0,27.0,23.0,12.0,4.0,8.0,9.0,7.0,7.0,3.0,2.0,0.0,1016.0,1020.0,1019.0,1010.0,1015.0,1012.0,0.0,0.0,0.0
2016-05-08,19,26,12,19.0,22.0,16.0,9.0,6.0,4.0,1011.0,1013.0,1017.0,77.0,61.0,89.0,34.0,18.0,21.0,25.0,32.0,27.0,14.0,12.0,4.0,12.0,9.0,7.0,2.0,3.0,2.0,1013.0,1016.0,1020.0,1010.0,1010.0,1015.0,0.0,0.0,0.0
2016-05-09,17,22,11,19.0,19.0,22.0,10.0,9.0,6.0,1007.0,1011.0,1013.0,78.0,77.0,61.0,36.0,34.0,18.0,26.0,25.0,32.0,12.0,14.0,12.0,16.0,12.0,9.0,2.0,2.0,3.0,1012.0,1013.0,1016.0,1004.0,1010.0,1010.0,17.78,0.0,0.0
2016-05-10,17,26,8,17.0,19.0,19.0,13.0,10.0,9.0,1002.0,1007.0,1011.0,100.0,78.0,77.0,68.0,36.0,34.0,22.0,26.0,25.0,11.0,12.0,14.0,17.0,16.0,12.0,10.0,2.0,2.0,1006.0,1012.0,1013.0,999.0,1004.0,1010.0,17.53,17.78,0.0
2016-05-11,18,23,12,17.0,17.0,19.0,12.0,13.0,10.0,1008.0,1002.0,1007.0,100.0,100.0,78.0,48.0,68.0,36.0,26.0,22.0,26.0,8.0,11.0,12.0,16.0,17.0,16.0,8.0,10.0,2.0,1014.0,1006.0,1012.0,1003.0,999.0,1004.0,6.6,17.53,17.78
2016-05-12,16,22,10,18.0,17.0,17.0,11.0,12.0,13.0,1015.0,1008.0,1002.0,90.0,100.0,100.0,41.0,48.0,68.0,23.0,26.0,22.0,12.0,8.0,11.0,16.0,16.0,17.0,6.0,8.0,10.0,1021.0,1014.0,1006.0,1010.0,1003.0,999.0,9.14,6.6,17.53
2016-05-13,16,25,7,16.0,18.0,17.0,4.0,11.0,12.0,1022.0,1015.0,1008.0,71.0,90.0,100.0,27.0,41.0,48.0,22.0,23.0,26.0,10.0,12.0,8.0,7.0,16.0,16.0,2.0,6.0,8.0,1023.0,1021.0,1014.0,1020.0,1010.0,1003.0,0.0,9.14,6.6
2016-05-14,10,16,3,16.0,16.0,18.0,5.0,4.0,11.0,1019.0,1022.0,1015.0,86.0,71.0,90.0,40.0,27.0,41.0,25.0,22.0,23.0,7.0,10.0,12.0,11.0,7.0,16.0,-3.0,2.0,6.0,1025.0,1023.0,1021.0,1014.0,1020.0,1010.0,0.0,0.0,9.14
2016-05-16,11,12,9,10.0,16.0,16.0,-2.0,5.0,4.0,1026.0,1019.0,1022.0,65.0,86.0,71.0,27.0,40.0,27.0,16.0,25.0,22.0,3.0,7.0,10.0,1.0,11.0,7.0,-3.0,-3.0,2.0,1029.0,1025.0,1023.0,1023.0,1014.0,1020.0,0.0,0.0,0.0
2016-05-17,14,21,7,11.0,10.0,16.0,8.0,-2.0,5.0,1020.0,1026.0,1019.0,93.0,65.0,86.0,71.0,27.0,40.0,12.0,16.0,25.0,9.0,3.0,7.0,10.0,1.0,11.0,6.0,-3.0,-3.0,1022.0,1029.0,1025.0,1019.0,1023.0,1014.0,7.11,0.0,0.0
2016-05-18,14,23,4,14.0,11.0,10.0,8.0,8.0,-2.0,1023.0,1020.0,1026.0,100.0,93.0,65.0,42.0,71.0,27.0,21.0,12.0,16.0,7.0,9.0,3.0,10.0,10.0,1.0,6.0,6.0,-3.0,1025.0,1022.0,1029.0,1021.0,1019.0,1023.0,0.0,7.11,0.0
2016-05-19,16,21,9,14.0,14.0,11.0,6.0,8.0,8.0,1023.0,1023.0,1020.0,92.0,100.0,93.0,27.0,42.0,71.0,23.0,21.0,12.0,4.0,7.0,9.0,11.0,10.0,10.0,3.0,6.0,6.0,1025.0,1025.0,1022.0,1020.0,1021.0,1019.0,0.0,0.0,7.11
2016-05-20,15,18,12,16.0,14.0,14.0,8.0,6.0,8.0,1019.0,1023.0,1023.0,89.0,92.0,100.0,39.0,27.0,42.0,21.0,23.0,21.0,9.0,4.0,7.0,10.0,11.0,10.0,6.0,3.0,6.0,1021.0,1025.0,1025.0,1015.0,1020.0,1021.0,0.0,0.0,0.0
2016-05-21,18,24,11,15.0,16.0,14.0,11.0,8.0,6.0,1018.0,1019.0,1023.0,86.0,89.0,92.0,63.0,39.0,27.0,18.0,21.0,23.0,12.0,9.0,4.0,12.0,10.0,11.0,8.0,6.0,3.0,1019.0,1021.0,1025.0,1016.0,1015.0,1020.0,0.0,0.0,0.0
2016-05-22,22,29,16,18.0,15.0,16.0,9.0,11.0,8.0,1020.0,1018.0,1019.0,83.0,86.0,89.0,38.0,63.0,39.0,24.0,18.0,21.0,11.0,12.0,9.0,10.0,12.0,10.0,8.0,8.0,6.0,1022.0,1019.0,1021.0,1018.0,1016.0,1015.0,0.0,0.0,0.0
2016-05-23,21,26,15,22.0,18.0,15.0,14.0,9.0,11.0,1013.0,1020.0,1018.0,69.0,83.0,86.0,47.0,38.0,63.0,29.0,24.0,18.0,16.0,11.0,12.0,17.0,10.0,12.0,9.0,8.0,8.0,1018.0,1022.0,1019.0,1007.0,1018.0,1016.0,0.0,0.0,0.0
2016-05-24,22,28,15,21.0,22.0,18.0,17.0,14.0,9.0,1009.0,1013.0,1020.0,90.0,69.0,83.0,64.0,47.0,38.0,26.0,29.0,24.0,15.0,16.0,11.0,20.0,17.0,10.0,14.0,9.0,8.0,1012.0,1018.0,1022.0,1007.0,1007.0,1018.0,23.37,0.0,0.0
2016-05-25,22,26,17,22.0,21.0,22.0,16.0,17.0,14.0,1011.0,1009.0,1013.0,97.0,90.0,69.0,49.0,64.0,47.0,28.0,26.0,29.0,15.0,15.0,16.0,17.0,20.0,17.0,14.0,14.0,9.0,1013.0,1012.0,1018.0,1009.0,1007.0,1007.0,0.0,23.37,0.0
2016-05-26,21,28,13,22.0,22.0,21.0,17.0,16.0,17.0,1010.0,1011.0,1009.0,90.0,97.0,90.0,58.0,49.0,64.0,26.0,28.0,26.0,17.0,15.0,15.0,20.0,17.0,20.0,13.0,14.0,14.0,1012.0,1013.0,1012.0,1004.0,1009.0,1007.0,7.37,0.0,23.37
2016-05-27,21,25,16,21.0,22.0,22.0,16.0,17.0,16.0,1009.0,1010.0,1011.0,93.0,90.0,97.0,51.0,58.0,49.0,28.0,26.0,28.0,13.0,17.0,15.0,21.0,20.0,17.0,12.0,13.0,14.0,1012.0,1012.0,1013.0,1005.0,1004.0,1009.0,16.51,7.37,0.0
2016-05-28,19,25,13,21.0,21.0,22.0,16.0,16.0,17.0,1006.0,1009.0,1010.0,90.0,93.0,90.0,58.0,51.0,58.0,25.0,28.0,26.0,16.0,13.0,17.0,18.0,21.0,20.0,14.0,12.0,13.0,1009.0,1012.0,1012.0,1004.0,1005.0,1004.0,30.73,16.51,7.37
2016-05-29,22,31,13,19.0,21.0,21.0,13.0,16.0,16.0,1009.0,1006.0,1009.0,93.0,90.0,93.0,50.0,58.0,51.0,25.0,25.0,28.0,13.0,16.0,13.0,14.0,18.0,21.0,13.0,14.0,12.0,1015.0,1009.0,1012.0,1005.0,1004.0,1005.0,0.0,30.73,16.51
2016-05-30,23,31,15,22.0,19.0,21.0,14.0,13.0,16.0,1016.0,1009.0,1006.0,93.0,93.0,90.0,32.0,50.0,58.0,31.0,25.0,25.0,13.0,13.0,16.0,17.0,14.0,18.0,12.0,13.0,14.0,1019.0,1015.0,1009.0,1014.0,1005.0,1004.0,0.0,0.0,30.73
2016-05-31,22,26,18,23.0,22.0,19.0,16.0,14.0,13.0,1013.0,1016.0,1009.0,93.0,93.0,93.0,34.0,32.0,50.0,31.0,31.0,25.0,15.0,13.0,13.0,18.0,17.0,14.0,13.0,12.0,13.0,1016.0,1019.0,1015.0,1009.0,1014.0,1005.0,0.0,0.0,0.0
2016-06-01,21,27,14,22.0,23.0,22.0,13.0,16.0,14.0,1013.0,1013.0,1016.0,78.0,93.0,93.0,40.0,34.0,32.0,26.0,31.0,31.0,18.0,15.0,13.0,16.0,18.0,17.0,9.0,13.0,12.0,1015.0,1016.0,1019.0,1010.0,1009.0,1014.0,0.0,0.0,0.0
2016-06-02,22,31,12,21.0,22.0,23.0,9.0,13.0,16.0,1016.0,1013.0,1013.0,78.0,78.0,93.0,30.0,40.0,34.0,27.0,26.0,31.0,14.0,18.0,15.0,12.0,16.0,18.0,7.0,9.0,13.0,1018.0,1015.0,1016.0,1014.0,1010.0,1009.0,0.0,0.0,0.0
2016-06-03,23,32,14,22.0,21.0,22.0,11.0,9.0,13.0,1017.0,1016.0,1013.0,86.0,78.0,78.0,25.0,30.0,40.0,31.0,27.0,26.0,12.0,14.0,18.0,13.0,12.0,16.0,8.0,7.0,9.0,1019.0,1018.0,1015.0,1015.0,1014.0,1010.0,0.0,0.0,0.0
2016-06-04,22,29,16,23.0,22.0,21.0,13.0,11.0,9.0,1013.0,1017.0,1016.0,93.0,86.0,78.0,26.0,25.0,30.0,32.0,31.0,27.0,14.0,12.0,14.0,19.0,13.0,12.0,9.0,8.0,7.0,1016.0,1019.0,1018.0,1010.0,1015.0,1014.0,1.78,0.0,0.0
2016-06-05,24,31,16,22.0,23.0,22.0,12.0,13.0,11.0,1014.0,1013.0,1017.0,93.0,93.0,86.0,28.0,26.0,25.0,29.0,32.0,31.0,16.0,14.0,12.0,17.0,19.0,13.0,8.0,9.0,8.0,1015.0,1016.0,1019.0,1013.0,1010.0,1015.0,0.0,1.78,0.0
2016-06-06,22,31,14,24.0,22.0,23.0,9.0,12.0,13.0,1013.0,1014.0,1013.0,73.0,93.0,93.0,21.0,28.0,26.0,31.0,29.0,32.0,16.0,16.0,14.0,13.0,17.0,19.0,6.0,8.0,9.0,1015.0,1015.0,1016.0,1010.0,1013.0,1010.0,0.0,0.0,1.78
2016-06-07,19,27,11,22.0,24.0,22.0,9.0,9.0,12.0,1012.0,1013.0,1014.0,80.0,73.0,93.0,23.0,21.0,28.0,31.0,31.0,29.0,14.0,16.0,16.0,14.0,13.0,17.0,6.0,6.0,8.0,1015.0,1015.0,1015.0,1011.0,1010.0,1013.0,0.0,0.0,0.0
2016-06-08,24,33,16,19.0,22.0,24.0,9.0,9.0,9.0,1015.0,1012.0,1013.0,77.0,80.0,73.0,35.0,23.0,21.0,27.0,31.0,31.0,11.0,14.0,16.0,12.0,14.0,13.0,8.0,6.0,6.0,1017.0,1015.0,1015.0,1012.0,1011.0,1010.0,0.0,0.0,0.0
2016-06-09,29,36,22,24.0,19.0,22.0,15.0,9.0,9.0,1010.0,1015.0,1012.0,78.0,77.0,80.0,34.0,35.0,23.0,33.0,27.0,31.0,16.0,11.0,14.0,18.0,12.0,14.0,11.0,8.0,6.0,1013.0,1017.0,1015.0,1007.0,1012.0,1011.0,0.0,0.0,0.0
2016-06-10,30,36,23,29.0,24.0,19.0,17.0,15.0,9.0,1007.0,1010.0,1015.0,69.0,78.0,77.0,33.0,34.0,35.0,36.0,33.0,27.0,22.0,16.0,11.0,18.0,18.0,12.0,14.0,11.0,8.0,1009.0,1013.0,1017.0,1006.0,1007.0,1012.0,0.0,0.0,0.0
2016-06-11,31,36,24,30.0,29.0,24.0,19.0,17.0,15.0,1010.0,1007.0,1010.0,69.0,69.0,78.0,38.0,33.0,34.0,36.0,36.0,33.0,23.0,22.0,16.0,20.0,18.0,18.0,17.0,14.0,11.0,1011.0,1009.0,1013.0,1008.0,1006.0,1007.0,0.0,0.0,0.0
2016-06-12,29,35,22,31.0,30.0,29.0,19.0,19.0,17.0,1012.0,1010.0,1007.0,74.0,69.0,69.0,38.0,38.0,33.0,36.0,36.0,36.0,24.0,23.0,22.0,20.0,20.0,18.0,18.0,17.0,14.0,1014.0,1011.0,1009.0,1011.0,1008.0,1006.0,0.0,0.0,0.0
2016-06-13,28,33,22,29.0,31.0,30.0,19.0,19.0,19.0,1014.0,1012.0,1010.0,84.0,74.0,69.0,36.0,38.0,38.0,35.0,36.0,36.0,22.0,24.0,23.0,21.0,20.0,20.0,18.0,18.0,17.0,1015.0,1014.0,1011.0,1013.0,1011.0,1008.0,0.0,0.0,0.0
2016-06-14,28,34,21,28.0,29.0,31.0,21.0,19.0,19.0,1011.0,1014.0,1012.0,90.0,84.0,74.0,47.0,36.0,38.0,33.0,35.0,36.0,22.0,22.0,24.0,22.0,21.0,20.0,19.0,18.0,18.0,1014.0,1015.0,1014.0,1008.0,1013.0,1011.0,0.0,0.0,0.0
2016-06-15,28,38,17,28.0,28.0,29.0,19.0,21.0,19.0,1005.0,1011.0,1014.0,93.0,90.0,84.0,33.0,47.0,36.0,34.0,33.0,35.0,21.0,22.0,22.0,22.0,22.0,21.0,15.0,19.0,18.0,1008.0,1014.0,1015.0,1003.0,1008.0,1013.0,0.0,0.0,0.0
2016-06-16,28,37,20,28.0,28.0,28.0,15.0,19.0,21.0,1008.0,1005.0,1011.0,84.0,93.0,90.0,19.0,33.0,47.0,38.0,34.0,33.0,17.0,21.0,22.0,17.0,22.0,22.0,11.0,15.0,19.0,1009.0,1008.0,1014.0,1005.0,1003.0,1008.0,0.0,0.0,0.0
2016-06-17,32,38,26,28.0,28.0,28.0,19.0,15.0,19.0,1009.0,1008.0,1005.0,84.0,84.0,93.0,39.0,19.0,33.0,37.0,38.0,34.0,20.0,17.0,21.0,22.0,17.0,22.0,16.0,11.0,15.0,1011.0,1009.0,1008.0,1007.0,1005.0,1003.0,0.0,0.0,0.0
2016-06-18,26,32,20,32.0,28.0,28.0,23.0,19.0,15.0,1012.0,1009.0,1008.0,79.0,84.0,84.0,45.0,39.0,19.0,38.0,37.0,38.0,26.0,20.0,17.0,24.0,22.0,17.0,22.0,16.0,11.0,1014.0,1011.0,1009.0,1010.0,1007.0,1005.0,0.0,0.0,0.0
2016-06-19,27,34,20,26.0,32.0,28.0,19.0,23.0,19.0,1020.0,1012.0,1009.0,97.0,79.0,84.0,50.0,45.0,39.0,32.0,38.0,37.0,20.0,26.0,20.0,21.0,24.0,22.0,16.0,22.0,16.0,1023.0,1014.0,1011.0,1016.0,1010.0,1007.0,12.7,0.0,0.0
2016-06-20,24,29,19,27.0,26.0,32.0,21.0,19.0,23.0,1018.0,1020.0,1012.0,90.0,97.0,79.0,46.0,50.0,45.0,34.0,32.0,38.0,20.0,20.0,26.0,22.0,21.0,24.0,19.0,16.0,22.0,1020.0,1023.0,1014.0,1015.0,1016.0,1010.0,0.0,12.7,0.0
2016-06-21,28,37,19,24.0,27.0,26.0,18.0,21.0,19.0,1020.0,1018.0,1020.0,81.0,90.0,97.0,43.0,46.0,50.0,29.0,34.0,32.0,19.0,20.0,20.0,23.0,22.0,21.0,12.0,19.0,16.0,1022.0,1020.0,1023.0,1017.0,1015.0,1016.0,0.0,0.0,12.7
2016-06-22,27,34,21,28.0,24.0,27.0,18.0,18.0,21.0,1014.0,1020.0,1018.0,87.0,81.0,90.0,35.0,43.0,46.0,37.0,29.0,34.0,19.0,19.0,20.0,22.0,23.0,22.0,16.0,12.0,19.0,1021.0,1022.0,1020.0,1006.0,1017.0,1015.0,0.0,0.0,0.0
2016-06-23,23,29,17,27.0,28.0,24.0,18.0,18.0,18.0,1006.0,1014.0,1020.0,69.0,87.0,81.0,41.0,35.0,43.0,34.0,37.0,29.0,21.0,19.0,19.0,22.0,22.0,23.0,14.0,16.0,12.0,1012.0,1021.0,1022.0,1003.0,1006.0,1017.0,0.0,0.0,0.0
2016-06-24,26,34,17,23.0,27.0,28.0,15.0,18.0,18.0,1016.0,1006.0,1014.0,84.0,69.0,87.0,43.0,41.0,35.0,29.0,34.0,37.0,17.0,21.0,19.0,17.0,22.0,22.0,13.0,14.0,16.0,1018.0,1012.0,1021.0,1013.0,1003.0,1006.0,0.0,0.0,0.0
2016-06-25,29,34,24,26.0,23.0,27.0,19.0,15.0,18.0,1013.0,1016.0,1006.0,93.0,84.0,69.0,41.0,43.0,41.0,34.0,29.0,34.0,17.0,17.0,21.0,22.0,17.0,22.0,16.0,13.0,14.0,1016.0,1018.0,1012.0,1010.0,1013.0,1003.0,0.0,0.0,0.0
2016-06-26,27,34,20,29.0,26.0,23.0,21.0,19.0,15.0,1011.0,1013.0,1016.0,79.0,93.0,84.0,44.0,41.0,43.0,34.0,34.0,29.0,24.0,17.0,17.0,23.0,22.0,17.0,19.0,16.0,13.0,1014.0,1016.0,1018.0,1009.0,1010.0,1013.0,0.25,0.0,0.0
2016-06-27,28,34,22,27.0,29.0,26.0,18.0,21.0,19.0,1017.0,1011.0,1013.0,90.0,79.0,93.0,30.0,44.0,41.0,34.0,34.0,34.0,20.0,24.0,17.0,21.0,23.0,22.0,13.0,19.0,16.0,1019.0,1014.0,1016.0,1015.0,1009.0,1010.0,0.0,0.25,0.0
2016-06-28,25,31,19,28.0,27.0,29.0,19.0,18.0,21.0,1020.0,1017.0,1011.0,93.0,90.0,79.0,38.0,30.0,44.0,34.0,34.0,34.0,22.0,20.0,24.0,23.0,21.0,23.0,17.0,13.0,19.0,1022.0,1019.0,1014.0,1018.0,1015.0,1009.0,0.0,0.0,0.25
2016-06-29,27,33,22,25.0,28.0,27.0,15.0,19.0,18.0,1021.0,1020.0,1017.0,81.0,93.0,90.0,37.0,38.0,30.0,31.0,34.0,34.0,19.0,22.0,20.0,16.0,23.0,21.0,13.0,17.0,13.0,1023.0,1022.0,1019.0,1018.0,1018.0,1015.0,0.0,0.0,0.0
2016-06-30,26,33,19,27.0,25.0,28.0,18.0,15.0,19.0,1016.0,1021.0,1020.0,79.0,81.0,93.0,38.0,37.0,38.0,33.0,31.0,34.0,22.0,19.0,22.0,20.0,16.0,23.0,15.0,13.0,17.0,1019.0,1023.0,1022.0,1013.0,1018.0,1018.0,0.0,0.0,0.0
2016-07-01,21,27,14,26.0,27.0,25.0,18.0,18.0,15.0,1014.0,1016.0,1021.0,90.0,79.0,81.0,36.0,38.0,37.0,33.0,33.0,31.0,19.0,22.0,19.0,20.0,20.0,16.0,14.0,15.0,13.0,1017.0,1019.0,1023.0,1012.0,1013.0,1018.0,0.0,0.0,0.0
2016-07-02,19,22,17,21.0,26.0,27.0,12.0,18.0,18.0,1020.0,1014.0,1016.0,86.0,90.0,79.0,30.0,36.0,38.0,27.0,33.0,33.0,14.0,19.0,22.0,16.0,20.0,20.0,7.0,14.0,15.0,1022.0,1017.0,1019.0,1018.0,1012.0,1013.0,0.0,0.0,0.0
2016-07-03,18,21,16,19.0,21.0,26.0,16.0,12.0,18.0,1016.0,1020.0,1014.0,100.0,86.0,90.0,57.0,30.0,36.0,22.0,27.0,33.0,17.0,14.0,19.0,18.0,16.0,20.0,13.0,7.0,14.0,1018.0,1022.0,1017.0,1015.0,1018.0,1012.0,22.35,0.0,0.0
2016-07-04,23,28,18,18.0,19.0,21.0,16.0,16.0,12.0,1014.0,1016.0,1020.0,97.0,100.0,86.0,76.0,57.0,30.0,21.0,22.0,27.0,16.0,17.0,14.0,17.0,18.0,16.0,15.0,13.0,7.0,1015.0,1018.0,1022.0,1013.0,1015.0,1018.0,0.0,22.35,0.0
2016-07-05,28,36,21,23.0,18.0,19.0,18.0,16.0,16.0,1011.0,1014.0,1016.0,93.0,97.0,100.0,62.0,76.0,57.0,28.0,21.0,22.0,18.0,16.0,17.0,21.0,17.0,18.0,17.0,15.0,13.0,1014.0,1015.0,1018.0,1009.0,1013.0,1015.0,0.0,0.0,22.35
2016-07-06,27,34,20,28.0,23.0,18.0,22.0,18.0,16.0,1007.0,1011.0,1014.0,100.0,93.0,97.0,51.0,62.0,76.0,36.0,28.0,21.0,21.0,18.0,16.0,24.0,21.0,17.0,18.0,17.0,15.0,1010.0,1014.0,1015.0,1005.0,1009.0,1013.0,0.0,0.0,0.0
2016-07-07,25,32,18,27.0,28.0,23.0,21.0,22.0,18.0,1007.0,1007.0,1011.0,84.0,100.0,93.0,56.0,51.0,62.0,34.0,36.0,28.0,20.0,21.0,18.0,25.0,24.0,21.0,18.0,18.0,17.0,1009.0,1010.0,1014.0,1005.0,1005.0,1009.0,0.0,0.0,0.0
2016-07-08,26,32,19,25.0,27.0,28.0,19.0,21.0,22.0,1009.0,1007.0,1007.0,93.0,84.0,100.0,52.0,56.0,51.0,32.0,34.0,36.0,18.0,20.0,21.0,23.0,25.0,24.0,16.0,18.0,18.0,1013.0,1009.0,1010.0,1004.0,1005.0,1005.0,59.44,0.0,0.0
2016-07-09,27,33,21,26.0,25.0,27.0,18.0,19.0,21.0,1014.0,1009.0,1007.0,97.0,93.0,84.0,36.0,52.0,56.0,32.0,32.0,34.0,19.0,18.0,20.0,21.0,23.0,25.0,14.0,16.0,18.0,1016.0,1013.0,1009.0,1012.0,1004.0,1005.0,0.0,59.44,0.0
2016-07-10,29,34,24,27.0,26.0,25.0,21.0,18.0,19.0,1015.0,1014.0,1009.0,90.0,97.0,93.0,59.0,36.0,52.0,33.0,32.0,32.0,21.0,19.0,18.0,24.0,21.0,23.0,18.0,14.0,16.0,1017.0,1016.0,1013.0,1012.0,1012.0,1004.0,1.78,0.0,59.44
2016-07-11,28,34,22,29.0,27.0,26.0,23.0,21.0,18.0,1009.0,1015.0,1014.0,91.0,90.0,97.0,52.0,59.0,36.0,34.0,33.0,32.0,24.0,21.0,19.0,24.0,24.0,21.0,21.0,18.0,14.0,1012.0,1017.0,1016.0,1005.0,1012.0,1012.0,0.0,1.78,0.0
2016-07-12,25,31,19,28.0,29.0,27.0,22.0,23.0,21.0,1003.0,1009.0,1015.0,79.0,91.0,90.0,52.0,52.0,59.0,34.0,34.0,33.0,22.0,24.0,21.0,24.0,24.0,24.0,21.0,21.0,18.0,1005.0,1012.0,1017.0,1001.0,1005.0,1012.0,18.54,0.0,1.78
2016-07-13,27,33,20,25.0,28.0,29.0,19.0,22.0,23.0,1009.0,1003.0,1009.0,93.0,79.0,91.0,45.0,52.0,52.0,31.0,34.0,34.0,19.0,22.0,24.0,23.0,24.0,24.0,14.0,21.0,21.0,1012.0,1005.0,1012.0,1005.0,1001.0,1005.0,0.0,18.54,0.0
2016-07-14,24,32,17,27.0,25.0,28.0,19.0,19.0,22.0,1010.0,1009.0,1003.0,93.0,93.0,79.0,37.0,45.0,52.0,33.0,31.0,34.0,20.0,19.0,22.0,22.0,23.0,24.0,15.0,14.0,21.0,1014.0,1012.0,1005.0,1008.0,1005.0,1001.0,0.0,0.0,18.54
2016-07-15,19,23,16,24.0,27.0,25.0,17.0,19.0,19.0,1015.0,1010.0,1009.0,93.0,93.0,93.0,38.0,37.0,45.0,32.0,33.0,31.0,17.0,20.0,19.0,19.0,22.0,23.0,16.0,15.0,14.0,1017.0,1014.0,1012.0,1013.0,1008.0,1005.0,0.0,0.0,0.0
2016-07-16,23,31,15,19.0,24.0,27.0,16.0,17.0,19.0,1019.0,1015.0,1010.0,97.0,93.0,93.0,68.0,38.0,37.0,23.0,32.0,33.0,16.0,17.0,20.0,18.0,19.0,22.0,14.0,16.0,15.0,1022.0,1017.0,1014.0,1017.0,1013.0,1008.0,4.06,0.0,0.0
2016-07-17,28,33,24,23.0,19.0,24.0,19.0,16.0,17.0,1015.0,1019.0,1015.0,97.0,97.0,93.0,55.0,68.0,38.0,31.0,23.0,32.0,15.0,16.0,17.0,22.0,18.0,19.0,14.0,14.0,16.0,1019.0,1022.0,1017.0,1010.0,1017.0,1013.0,0.0,4.06,0.0
2016-07-18,27,31,22,28.0,23.0,19.0,22.0,19.0,16.0,1012.0,1015.0,1019.0,87.0,97.0,97.0,55.0,55.0,68.0,33.0,31.0,23.0,24.0,15.0,16.0,23.0,22.0,18.0,21.0,14.0,14.0,1016.0,1019.0,1022.0,1009.0,1010.0,1017.0,0.76,0.0,4.06
2016-07-19,28,33,23,27.0,28.0,23.0,21.0,22.0,19.0,1019.0,1012.0,1015.0,93.0,87.0,97.0,59.0,55.0,55.0,31.0,33.0,31.0,22.0,24.0,15.0,24.0,23.0,22.0,18.0,21.0,14.0,1022.0,1016.0,1019.0,1015.0,1009.0,1010.0,0.0,0.76,0.0
2016-07-20,29,36,23,28.0,27.0,28.0,23.0,21.0,22.0,1018.0,1019.0,1012.0,88.0,93.0,87.0,56.0,59.0,55.0,33.0,31.0,33.0,23.0,22.0,24.0,24.0,24.0,23.0,22.0,18.0,21.0,1020.0,1022.0,1016.0,1015.0,1015.0,1009.0,0.0,0.0,0.76
2016-07-21,32,37,26,29.0,28.0,27.0,23.0,23.0,21.0,1015.0,1018.0,1019.0,93.0,88.0,93.0,48.0,56.0,59.0,36.0,33.0,31.0,23.0,23.0,22.0,24.0,24.0,24.0,22.0,22.0,18.0,1016.0,1020.0,1022.0,1012.0,1015.0,1015.0,0.0,0.0,0.0
2016-07-22,31,36,25,32.0,29.0,28.0,23.0,23.0,23.0,1012.0,1015.0,1018.0,79.0,93.0,88.0,48.0,48.0,56.0,37.0,36.0,33.0,26.0,23.0,23.0,25.0,24.0,24.0,21.0,22.0,22.0,1013.0,1016.0,1020.0,1011.0,1012.0,1015.0,0.0,0.0,0.0
2016-07-23,29,34,24,31.0,32.0,29.0,22.0,23.0,23.0,1012.0,1012.0,1015.0,79.0,79.0,93.0,49.0,48.0,48.0,36.0,37.0,36.0,25.0,26.0,23.0,25.0,25.0,24.0,21.0,21.0,22.0,1013.0,1013.0,1016.0,1011.0,1011.0,1012.0,0.0,0.0,0.0
2016-07-24,25,31,19,29.0,31.0,32.0,22.0,22.0,23.0,1009.0,1012.0,1012.0,79.0,79.0,79.0,52.0,49.0,48.0,34.0,36.0,37.0,24.0,25.0,26.0,24.0,25.0,25.0,22.0,21.0,21.0,1011.0,1013.0,1013.0,1006.0,1011.0,1011.0,0.0,0.0,0.0
2016-07-25,25,32,18,25.0,29.0,31.0,20.0,22.0,22.0,1013.0,1009.0,1012.0,90.0,79.0,79.0,51.0,52.0,49.0,31.0,34.0,36.0,19.0,24.0,25.0,23.0,24.0,25.0,17.0,22.0,21.0,1017.0,1011.0,1013.0,1009.0,1006.0,1011.0,0.0,0.0,0.0
2016-07-26,24,32,17,25.0,25.0,29.0,17.0,20.0,22.0,1018.0,1013.0,1009.0,93.0,90.0,79.0,36.0,51.0,52.0,32.0,31.0,34.0,18.0,19.0,24.0,18.0,23.0,24.0,14.0,17.0,22.0,1020.0,1017.0,1011.0,1016.0,1009.0,1006.0,0.0,0.0,0.0
2016-07-27,26,32,21,24.0,25.0,25.0,18.0,17.0,20.0,1017.0,1018.0,1013.0,100.0,93.0,90.0,43.0,36.0,51.0,32.0,32.0,31.0,17.0,18.0,19.0,20.0,18.0,23.0,16.0,14.0,17.0,1019.0,1020.0,1017.0,1015.0,1016.0,1009.0,0.0,0.0,0.0
2016-07-28,25,31,19,26.0,24.0,25.0,19.0,18.0,17.0,1014.0,1017.0,1018.0,84.0,100.0,93.0,45.0,43.0,36.0,32.0,32.0,32.0,21.0,17.0,18.0,21.0,20.0,18.0,17.0,16.0,14.0,1016.0,1019.0,1020.0,1011.0,1015.0,1016.0,0.0,0.0,0.0
